network,code,location,network_group,channel_prefixes,channel_components
IA,AAFM,,REGIONAL,HN,E
IA,AAFM,,REGIONAL,HN,N
IA,AAFM,,REGIONAL,HN,Z
IA,AAFM,,REGIONAL,SH,E
IA,AAFM,,REGIONAL,SH,N
IA,AAFM,,REGIONAL,SH,Z
IA,AAI,,REGIONAL,HN,E
IA,AAI,,REGIONAL,HN,Ng
IA,AAI,,REGIONAL,HN,Z
IA,AAI,,REGIONAL,SH,E
IA,AAI,,REGIONAL,SH,N
IA,AAI,,REGIONAL,SH,Z
IA,AAII,00,REGIONAL,SH,E
IA,AAII,00,REGIONAL,SH,N
IA,AAII,00,REGIONAL,SH,Z
IA,AAII,00,REGIONAL,xx,E
IA,AAII,00,REGIONAL,xx,N
IA,AAII,00,REGIONAL,xx,Z
IA,ABJI,,REGIONAL,HN,E
IA,ABJI,,REGIONAL,HN,N
IA,ABJI,,REGIONAL,HN,Z
IA,ABJI,,REGIONAL,SH,E
IA,ABJI,,REGIONAL,SH,N
IA,ABJI,,REGIONAL,SH,Z
IA,ABSM,00,REGIONAL,HN,E
IA,ABSM,00,REGIONAL,HN,N
IA,ABSM,00,REGIONAL,HN,Z
IA,ABSM,00,REGIONAL,SH,E
IA,ABSM,00,REGIONAL,SH,N
IA,ABSM,00,REGIONAL,SH,Z
IA,ACBM,,REGIONAL,HN,E
IA,ACBM,,REGIONAL,HN,N
IA,ACBM,,REGIONAL,HN,Z
IA,ACBM,,REGIONAL,SH,E
IA,ACBM,,REGIONAL,SH,N
IA,ACBM,,REGIONAL,SH,Z
IA,ACJM,00,REGIONAL,HN,E
IA,ACJM,00,REGIONAL,HN,N
IA,ACJM,00,REGIONAL,HN,Z
IA,ACJM,00,REGIONAL,SH,E
IA,ACJM,00,REGIONAL,SH,N
IA,ACJM,00,REGIONAL,SH,Z
IA,ALKI,,REGIONAL,HN,E
IA,ALKI,,REGIONAL,HN,N
IA,ALKI,,REGIONAL,HN,Z
IA,ALKI,,REGIONAL,SH,E
IA,ALKI,,REGIONAL,SH,N
IA,ALKI,,REGIONAL,SH,Z
IA,ALTI,00,REGIONAL,HN,E
IA,ALTI,00,REGIONAL,HN,N
IA,ALTI,00,REGIONAL,HN,Z
IA,ALTI,00,REGIONAL,SH,E
IA,ALTI,00,REGIONAL,SH,N
IA,ALTI,00,REGIONAL,SH,Z
IA,AMPM,,REGIONAL,HN,E
IA,AMPM,,REGIONAL,HN,N
IA,AMPM,,REGIONAL,HN,Z
IA,AMPM,,REGIONAL,SH,E
IA,AMPM,,REGIONAL,SH,N
IA,AMPM,,REGIONAL,SH,Z
IA,ANAPI,,REGIONAL,HN,E
IA,ANAPI,,REGIONAL,HN,N
IA,ANAPI,,REGIONAL,HN,Z
IA,ANAPI,,REGIONAL,SH,E
IA,ANAPI,,REGIONAL,SH,N
IA,ANAPI,,REGIONAL,SH,Z
IA,APSI,,REGIONAL,HN,E
IA,APSI,,REGIONAL,HN,N
IA,APSI,,REGIONAL,HN,Z
IA,APSI,,REGIONAL,SH,E
IA,APSI,,REGIONAL,SH,N
IA,APSI,,REGIONAL,SH,Z
IA,APSSI,,REGIONAL,HN,E
IA,APSSI,,REGIONAL,HN,N
IA,APSSI,,REGIONAL,HN,Z
IA,APSSI,,REGIONAL,SH,E
IA,APSSI,,REGIONAL,SH,N
IA,APSSI,,REGIONAL,SH,Z
IA,ARKPI,,REGIONAL,HN,E
IA,ARKPI,,REGIONAL,HN,N
IA,ARKPI,,REGIONAL,HN,Z
IA,ARKPI,,REGIONAL,SH,E
IA,ARKPI,,REGIONAL,SH,N
IA,ARKPI,,REGIONAL,SH,Z
IA,ARMI,00,REGIONAL,HN,E
IA,ARMI,00,REGIONAL,HN,N
IA,ARMI,00,REGIONAL,HN,Z
IA,ARMI,00,REGIONAL,SH,E
IA,ARMI,00,REGIONAL,SH,N
IA,ARMI,00,REGIONAL,SH,Z
IA,ARPI,00,REGIONAL,HN,E
IA,ARPI,00,REGIONAL,HN,N
IA,ARPI,00,REGIONAL,HN,Z
IA,ARPI,00,REGIONAL,SH,E
IA,ARPI,00,REGIONAL,SH,N
IA,ARPI,00,REGIONAL,SH,Z
IA,ARSKI,,REGIONAL,HN,E
IA,ARSKI,,REGIONAL,HN,N
IA,ARSKI,,REGIONAL,HN,Z
IA,ARSKI,,REGIONAL,SH,E
IA,ARSKI,,REGIONAL,SH,N
IA,ARSKI,,REGIONAL,SH,Z
IA,ASTTI,,REGIONAL,HN,E
IA,ASTTI,,REGIONAL,HN,N
IA,ASTTI,,REGIONAL,HN,Z
IA,ASTTI,,REGIONAL,SH,E
IA,ASTTI,,REGIONAL,SH,N
IA,ASTTI,,REGIONAL,SH,Z
IA,ATKTI,,REGIONAL,HN,E
IA,ATKTI,,REGIONAL,HN,N
IA,ATKTI,,REGIONAL,HN,Z
IA,ATKTI,,REGIONAL,SH,E
IA,ATKTI,,REGIONAL,SH,N
IA,ATKTI,,REGIONAL,SH,Z
IA,ATNI,,REGIONAL,HN,E
IA,ATNI,,REGIONAL,HN,N
IA,ATNI,,REGIONAL,HN,Z
IA,ATNI,,REGIONAL,SH,E
IA,ATNI,,REGIONAL,SH,N
IA,ATNI,,REGIONAL,SH,Z
IA,BAJI,,REGIONAL,HN,E
IA,BAJI,,REGIONAL,HN,N
IA,BAJI,,REGIONAL,HN,Z
IA,BAJI,,REGIONAL,SH,E
IA,BAJI,,REGIONAL,SH,N
IA,BAJI,,REGIONAL,SH,Z
IA,BAKI,,REGIONAL,HY,E
IA,BAKI,,REGIONAL,HY,N
IA,BAKI,,REGIONAL,HY,Z
IA,BAKI,,REGIONAL,SH,E
IA,BAKI,,REGIONAL,SH,N
IA,BAKI,,REGIONAL,SH,Z
IA,BALEB,00,REGIONAL,HN,E
IA,BALEB,00,REGIONAL,HN,N
IA,BALEB,00,REGIONAL,HN,Z
IA,BALEB,00,REGIONAL,SH,E
IA,BALEB,00,REGIONAL,SH,N
IA,BALEB,00,REGIONAL,SH,Z
IA,BAPJI,,REGIONAL,HN,E
IA,BAPJI,,REGIONAL,HN,N
IA,BAPJI,,REGIONAL,HN,Z
IA,BAPJI,,REGIONAL,SH,E
IA,BAPJI,,REGIONAL,SH,N
IA,BAPJI,,REGIONAL,SH,Z
IA,BASAI,,REGIONAL,HN,E
IA,BASAI,,REGIONAL,HN,N
IA,BASAI,,REGIONAL,HN,Z
IA,BASAI,,REGIONAL,SH,E
IA,BASAI,,REGIONAL,SH,N
IA,BASAI,,REGIONAL,SH,Z
IA,BASI,00,REGIONAL,HN,E
IA,BASI,00,REGIONAL,HN,N
IA,BASI,00,REGIONAL,HN,Z
IA,BASI,00,REGIONAL,SH,E
IA,BASI,00,REGIONAL,SH,N
IA,BASI,00,REGIONAL,SH,Z
IA,BATI,,REGIONAL,BH,E
IA,BATI,,REGIONAL,BH,N
IA,BATI,,REGIONAL,BH,Z
IA,BATI,,REGIONAL,HN,E
IA,BATI,,REGIONAL,HN,N
IA,BATI,,REGIONAL,HN,Z
IA,BATPI,,REGIONAL,HN,E
IA,BATPI,,REGIONAL,HN,N
IA,BATPI,,REGIONAL,HN,Z
IA,BATPI,,REGIONAL,SH,E
IA,BATPI,,REGIONAL,SH,N
IA,BATPI,,REGIONAL,SH,Z
IA,BBBCM,,REGIONAL,HN,E
IA,BBBCM,,REGIONAL,HN,N
IA,BBBCM,,REGIONAL,HN,Z
IA,BBBCM,,REGIONAL,SH,E
IA,BBBCM,,REGIONAL,SH,N
IA,BBBCM,,REGIONAL,SH,Z
IA,BBCI,00,REGIONAL,HN,E
IA,BBCI,00,REGIONAL,HN,N
IA,BBCI,00,REGIONAL,HN,Z
IA,BBCI,00,REGIONAL,SH,E
IA,BBCI,00,REGIONAL,SH,N
IA,BBCI,00,REGIONAL,SH,Z
IA,BBCM,00,REGIONAL,HN,E
IA,BBCM,00,REGIONAL,HN,N
IA,BBCM,00,REGIONAL,HN,Z
IA,BBCM,00,REGIONAL,SH,E
IA,BBCM,00,REGIONAL,SH,N
IA,BBCM,00,REGIONAL,SH,Z
IA,BBJI,,REGIONAL,HN,E
IA,BBJI,,REGIONAL,HN,N
IA,BBJI,,REGIONAL,HN,Z
IA,BBJI,,REGIONAL,SH,E
IA,BBJI,,REGIONAL,SH,N
IA,BBJI,,REGIONAL,SH,Z
IA,BBJM,00,REGIONAL,HN,E
IA,BBJM,00,REGIONAL,HN,N
IA,BBJM,00,REGIONAL,HN,Z
IA,BBJM,00,REGIONAL,SH,E
IA,BBJM,00,REGIONAL,SH,N
IA,BBJM,00,REGIONAL,SH,Z
IA,BBKI,00,REGIONAL,HN,E
IA,BBKI,00,REGIONAL,HN,N
IA,BBKI,00,REGIONAL,HN,Z
IA,BBKI,00,REGIONAL,SH,E
IA,BBKI,00,REGIONAL,SH,N
IA,BBKI,00,REGIONAL,SH,Z
IA,BBLSI,,REGIONAL,HN,E
IA,BBLSI,,REGIONAL,HN,N
IA,BBLSI,,REGIONAL,HN,Z
IA,BBLSI,,REGIONAL,SH,E
IA,BBLSI,,REGIONAL,SH,N
IA,BBLSI,,REGIONAL,SH,Z
IA,BBSI,,REGIONAL,HN,E
IA,BBSI,,REGIONAL,HN,N
IA,BBSI,,REGIONAL,HN,Z
IA,BBSI,,REGIONAL,SH,E
IA,BBSI,,REGIONAL,SH,N
IA,BBSI,,REGIONAL,SH,Z
IA,BDBI,,REGIONAL,HN,E
IA,BDBI,,REGIONAL,HN,N
IA,BDBI,,REGIONAL,HN,Z
IA,BDBI,,REGIONAL,SH,E
IA,BDBI,,REGIONAL,SH,N
IA,BDBI,,REGIONAL,SH,Z
IA,BDCM,00,REGIONAL,HN,E
IA,BDCM,00,REGIONAL,HN,N
IA,BDCM,00,REGIONAL,HN,Z
IA,BDCM,00,REGIONAL,SH,E
IA,BDCM,00,REGIONAL,SH,N
IA,BDCM,00,REGIONAL,SH,Z
IA,BDMUI,,REGIONAL,HN,E
IA,BDMUI,,REGIONAL,HN,N
IA,BDMUI,,REGIONAL,HN,Z
IA,BDMUI,,REGIONAL,SH,E
IA,BDMUI,,REGIONAL,SH,N
IA,BDMUI,,REGIONAL,SH,Z
IA,BESI,00,REGIONAL,HN,E
IA,BESI,00,REGIONAL,HN,N
IA,BESI,00,REGIONAL,HN,Z
IA,BESI,00,REGIONAL,SH,E
IA,BESI,00,REGIONAL,SH,N
IA,BESI,00,REGIONAL,SH,Z
IA,BESM,00,REGIONAL,HN,E
IA,BESM,00,REGIONAL,HN,N
IA,BESM,00,REGIONAL,HN,Z
IA,BESM,00,REGIONAL,SH,E
IA,BESM,00,REGIONAL,SH,N
IA,BESM,00,REGIONAL,SH,Z
IA,BGASI,,REGIONAL,HN,E
IA,BGASI,,REGIONAL,HN,N
IA,BGASI,,REGIONAL,HN,Z
IA,BGASI,,REGIONAL,SH,E
IA,BGASI,,REGIONAL,SH,N
IA,BGASI,,REGIONAL,SH,Z
IA,BGCI,00,REGIONAL,HN,E
IA,BGCI,00,REGIONAL,HN,N
IA,BGCI,00,REGIONAL,HN,Z
IA,BGCI,00,REGIONAL,SH,E
IA,BGCI,00,REGIONAL,SH,N
IA,BGCI,00,REGIONAL,SH,Z
IA,BGCM,00,REGIONAL,HN,E
IA,BGCM,00,REGIONAL,HN,N
IA,BGCM,00,REGIONAL,HN,Z
IA,BGCM,00,REGIONAL,SH,E
IA,BGCM,00,REGIONAL,SH,N
IA,BGCM,00,REGIONAL,SH,Z
IA,BHCM,00,REGIONAL,HN,E
IA,BHCM,00,REGIONAL,HN,N
IA,BHCM,00,REGIONAL,HN,Z
IA,BHCM,00,REGIONAL,SH,E
IA,BHCM,00,REGIONAL,SH,N
IA,BHCM,00,REGIONAL,SH,Z
IA,BKASI,,REGIONAL,HN,E
IA,BKASI,,REGIONAL,HN,N
IA,BKASI,,REGIONAL,HN,Z
IA,BKASI,,REGIONAL,SH,E
IA,BKASI,,REGIONAL,SH,N
IA,BKASI,,REGIONAL,SH,Z
IA,BKB,,REGIONAL,HN,E
IA,BKB,,REGIONAL,HN,N
IA,BKB,,REGIONAL,HN,Z
IA,BKB,,REGIONAL,SH,E
IA,BKB,,REGIONAL,SH,N
IA,BKB,,REGIONAL,SH,Z
IA,BKJI,,REGIONAL,HN,E
IA,BKJI,,REGIONAL,HN,N
IA,BKJI,,REGIONAL,HN,Z
IA,BKJI,,REGIONAL,SH,E
IA,BKJI,,REGIONAL,SH,N
IA,BKJI,,REGIONAL,SH,Z
IA,BKNI,,REGIONAL,HN,E
IA,BKNI,,REGIONAL,HN,N
IA,BKNI,,REGIONAL,HN,Z
IA,BKNI,,REGIONAL,SH,E
IA,BKNI,,REGIONAL,SH,N
IA,BKNI,,REGIONAL,SH,Z
IA,BKSI,,REGIONAL,HN,E
IA,BKSI,,REGIONAL,HN,N
IA,BKSI,,REGIONAL,HN,Z
IA,BKSI,,REGIONAL,SH,E
IA,BKSI,,REGIONAL,SH,N
IA,BKSI,,REGIONAL,SH,Z
IA,BLCM,00,REGIONAL,HN,E
IA,BLCM,00,REGIONAL,HN,N
IA,BLCM,00,REGIONAL,HN,Z
IA,BLCM,00,REGIONAL,SH,E
IA,BLCM,00,REGIONAL,SH,N
IA,BLCM,00,REGIONAL,SH,Z
IA,BLJI,,REGIONAL,HN,E
IA,BLJI,,REGIONAL,HN,N
IA,BLJI,,REGIONAL,HN,Z
IA,BLJI,,REGIONAL,SH,E
IA,BLJI,,REGIONAL,SH,N
IA,BLJI,,REGIONAL,SH,Z
IA,BLSM,00,REGIONAL,HN,E
IA,BLSM,00,REGIONAL,HN,N
IA,BLSM,00,REGIONAL,HN,Z
IA,BLSM,00,REGIONAL,SH,E
IA,BLSM,00,REGIONAL,SH,N
IA,BLSM,00,REGIONAL,SH,Z
IA,BMASI,00,REGIONAL,HN,E
IA,BMASI,00,REGIONAL,HN,N
IA,BMASI,00,REGIONAL,HN,Z
IA,BMASI,00,REGIONAL,SH,E
IA,BMASI,00,REGIONAL,SH,N
IA,BMASI,00,REGIONAL,SH,Z
IA,BMBNG,,REGIONAL,HN,E
IA,BMBNG,,REGIONAL,HN,N
IA,BMBNG,,REGIONAL,HN,Z
IA,BMBNG,,REGIONAL,SH,E
IA,BMBNG,,REGIONAL,SH,N
IA,BMBNG,,REGIONAL,SH,Z
IA,BMSI,,REGIONAL,HN,E
IA,BMSI,,REGIONAL,HN,N
IA,BMSI,,REGIONAL,HN,Z
IA,BMSI,,REGIONAL,SH,E
IA,BMSI,,REGIONAL,SH,N
IA,BMSI,,REGIONAL,SH,Z
IA,BNDI,,REGIONAL,HN,E
IA,BNDI,,REGIONAL,HN,N
IA,BNDI,,REGIONAL,HN,Z
IA,BNDI,,REGIONAL,SH,E
IA,BNDI,,REGIONAL,SH,N
IA,BNDI,,REGIONAL,SH,Z
IA,BNSI,,REGIONAL,HN,E
IA,BNSI,,REGIONAL,HN,N
IA,BNSI,,REGIONAL,HN,Z
IA,BNSI,,REGIONAL,SH,E
IA,BNSI,,REGIONAL,SH,N
IA,BNSI,,REGIONAL,SH,Z
IA,BNTI,00,REGIONAL,HN,E
IA,BNTI,00,REGIONAL,HN,N
IA,BNTI,00,REGIONAL,HN,Z
IA,BNTI,00,REGIONAL,SH,E
IA,BNTI,00,REGIONAL,SH,N
IA,BNTI,00,REGIONAL,SH,Z
IA,BOJI,,REGIONAL,HN,E
IA,BOJI,,REGIONAL,HN,N
IA,BOJI,,REGIONAL,HN,Z
IA,BOJI,,REGIONAL,SH,E
IA,BOJI,,REGIONAL,SH,N
IA,BOJI,,REGIONAL,SH,Z
IA,BOSM,00,REGIONAL,HN,E
IA,BOSM,00,REGIONAL,HN,N
IA,BOSM,00,REGIONAL,HN,Z
IA,BOSM,00,REGIONAL,SH,E
IA,BOSM,00,REGIONAL,SH,N
IA,BOSM,00,REGIONAL,SH,Z
IA,BPMJM,,REGIONAL,HN,E
IA,BPMJM,,REGIONAL,HN,N
IA,BPMJM,,REGIONAL,HN,Z
IA,BPMJM,,REGIONAL,SH,E
IA,BPMJM,,REGIONAL,SH,N
IA,BPMJM,,REGIONAL,SH,Z
IA,BPSM,00,REGIONAL,HN,E
IA,BPSM,00,REGIONAL,HN,N
IA,BPSM,00,REGIONAL,HN,Z
IA,BPSM,00,REGIONAL,SH,E
IA,BPSM,00,REGIONAL,SH,N
IA,BPSM,00,REGIONAL,SH,Z
IA,BSI,00,REGIONAL,HH,E
IA,BSI,00,REGIONAL,HH,N
IA,BSI,00,REGIONAL,HH,Z
IA,BSI,00,REGIONAL,HN,E
IA,BSI,00,REGIONAL,HN,N
IA,BSI,00,REGIONAL,HN,Z
IA,BSMI,,REGIONAL,HN,E
IA,BSMI,,REGIONAL,HN,N
IA,BSMI,,REGIONAL,HN,Z
IA,BSMI,,REGIONAL,SH,E
IA,BSMI,,REGIONAL,SH,N
IA,BSMI,,REGIONAL,SH,Z
IA,BSSI,,REGIONAL,HN,E
IA,BSSI,,REGIONAL,HN,N
IA,BSSI,,REGIONAL,HN,Z
IA,BSSI,,REGIONAL,SH,E
IA,BSSI,,REGIONAL,SH,N
IA,BSSI,,REGIONAL,SH,Z
IA,BTCM,00,REGIONAL,HN,E
IA,BTCM,00,REGIONAL,HN,N
IA,BTCM,00,REGIONAL,HN,Z
IA,BTCM,00,REGIONAL,SH,E
IA,BTCM,00,REGIONAL,SH,N
IA,BTCM,00,REGIONAL,SH,Z
IA,BTJI,,REGIONAL,HN,E
IA,BTJI,,REGIONAL,HN,N
IA,BTJI,,REGIONAL,HN,Z
IA,BTJI,,REGIONAL,SH,E
IA,BTJI,,REGIONAL,SH,N
IA,BTJI,,REGIONAL,SH,Z
IA,BTSPI,,REGIONAL,HN,E
IA,BTSPI,,REGIONAL,HN,N
IA,BTSPI,,REGIONAL,HN,Z
IA,BTSPI,,REGIONAL,SH,E
IA,BTSPI,,REGIONAL,SH,N
IA,BTSPI,,REGIONAL,SH,Z
IA,BUBSI,,REGIONAL,HN,E
IA,BUBSI,,REGIONAL,HN,N
IA,BUBSI,,REGIONAL,HN,Z
IA,BUBSI,,REGIONAL,SH,E
IA,BUBSI,,REGIONAL,SH,N
IA,BUBSI,,REGIONAL,SH,Z
IA,BUJI,,REGIONAL,HN,E
IA,BUJI,,REGIONAL,HN,N
IA,BUJI,,REGIONAL,HN,Z
IA,BUJI,,REGIONAL,SH,E
IA,BUJI,,REGIONAL,SH,N
IA,BUJI,,REGIONAL,SH,Z
IA,BUKI,,REGIONAL,HN,E
IA,BUKI,,REGIONAL,HN,N
IA,BUKI,,REGIONAL,HN,Z
IA,BUKI,,REGIONAL,SH,E
IA,BUKI,,REGIONAL,SH,N
IA,BUKI,,REGIONAL,SH,Z
IA,BUMSI,,REGIONAL,HN,E
IA,BUMSI,,REGIONAL,HN,N
IA,BUMSI,,REGIONAL,HN,Z
IA,BUMSI,,REGIONAL,SH,E
IA,BUMSI,,REGIONAL,SH,N
IA,BUMSI,,REGIONAL,SH,Z
IA,BUSI,00,REGIONAL,HN,E
IA,BUSI,00,REGIONAL,HN,N
IA,BUSI,00,REGIONAL,HN,Z
IA,BUSI,00,REGIONAL,SH,E
IA,BUSI,00,REGIONAL,SH,N
IA,BUSI,00,REGIONAL,SH,Z
IA,BWJI,,REGIONAL,HN,E
IA,BWJI,,REGIONAL,HN,N
IA,BWJI,,REGIONAL,HN,Z
IA,BWJI,,REGIONAL,SH,E
IA,BWJI,,REGIONAL,SH,N
IA,BWJI,,REGIONAL,SH,Z
IA,BYJI,,REGIONAL,HN,E
IA,BYJI,,REGIONAL,HN,N
IA,BYJI,,REGIONAL,HN,Z
IA,BYJI,,REGIONAL,SH,E
IA,BYJI,,REGIONAL,SH,N
IA,BYJI,,REGIONAL,SH,Z
IA,BYLI,00,REGIONAL,HN,E
IA,BYLI,00,REGIONAL,HN,N
IA,BYLI,00,REGIONAL,HN,Z
IA,BYLI,00,REGIONAL,SH,E
IA,BYLI,00,REGIONAL,SH,N
IA,BYLI,00,REGIONAL,SH,Z
IA,CASI,00,REGIONAL,HH,E
IA,CASI,00,REGIONAL,HH,N
IA,CASI,00,REGIONAL,HH,Z
IA,CASI,00,REGIONAL,HN,E
IA,CASI,00,REGIONAL,HN,N
IA,CASI,00,REGIONAL,HN,Z
IA,CBJI,,REGIONAL,HN,E
IA,CBJI,,REGIONAL,HN,N
IA,CBJI,,REGIONAL,HN,Z
IA,CBJI,,REGIONAL,SH,E
IA,CBJI,,REGIONAL,SH,N
IA,CBJI,,REGIONAL,SH,Z
IA,CBJM,00,REGIONAL,HN,E
IA,CBJM,00,REGIONAL,HN,N
IA,CBJM,00,REGIONAL,HN,Z
IA,CBJM,00,REGIONAL,SH,E
IA,CBJM,00,REGIONAL,SH,N
IA,CBJM,00,REGIONAL,SH,Z
IA,CCJM,00,REGIONAL,HN,E
IA,CCJM,00,REGIONAL,HN,N
IA,CCJM,00,REGIONAL,HN,Z
IA,CCJM,00,REGIONAL,SH,E
IA,CCJM,00,REGIONAL,SH,N
IA,CCJM,00,REGIONAL,SH,Z
IA,CGJI,,REGIONAL,HN,E
IA,CGJI,,REGIONAL,HN,N
IA,CGJI,,REGIONAL,HN,Z
IA,CGJI,,REGIONAL,SH,E
IA,CGJI,,REGIONAL,SH,N
IA,CGJI,,REGIONAL,SH,Z
IA,CIJI,,REGIONAL,HN,E
IA,CIJI,,REGIONAL,HN,N
IA,CIJI,,REGIONAL,HN,Z
IA,CIJI,,REGIONAL,SH,E
IA,CIJI,,REGIONAL,SH,N
IA,CIJI,,REGIONAL,SH,Z
IA,CIJM,00,REGIONAL,HN,E
IA,CIJM,00,REGIONAL,HN,N
IA,CIJM,00,REGIONAL,HN,Z
IA,CIJM,00,REGIONAL,SH,E
IA,CIJM,00,REGIONAL,SH,N
IA,CIJM,00,REGIONAL,SH,Z
IA,CIKJI,00,REGIONAL,HN,E
IA,CIKJI,00,REGIONAL,HN,N
IA,CIKJI,00,REGIONAL,HN,Z
IA,CIKJI,00,REGIONAL,SH,E
IA,CIKJI,00,REGIONAL,SH,N
IA,CIKJI,00,REGIONAL,SH,Z
IA,CILJI,,REGIONAL,HN,E
IA,CILJI,,REGIONAL,HN,N
IA,CILJI,,REGIONAL,HN,Z
IA,CILJI,,REGIONAL,SH,E
IA,CILJI,,REGIONAL,SH,N
IA,CILJI,,REGIONAL,SH,Z
IA,CMJI,,REGIONAL,HN,E
IA,CMJI,,REGIONAL,HN,N
IA,CMJI,,REGIONAL,HN,Z
IA,CMJI,,REGIONAL,SH,E
IA,CMJI,,REGIONAL,SH,N
IA,CMJI,,REGIONAL,SH,Z
IA,CNJI,,REGIONAL,HN,E
IA,CNJI,,REGIONAL,HN,N
IA,CNJI,,REGIONAL,HN,Z
IA,CNJI,,REGIONAL,SH,E
IA,CNJI,,REGIONAL,SH,N
IA,CNJI,,REGIONAL,SH,Z
IA,CSBJI,00,REGIONAL,HN,E
IA,CSBJI,00,REGIONAL,HN,N
IA,CSBJI,00,REGIONAL,HN,Z
IA,CSBJI,00,REGIONAL,SH,E
IA,CSBJI,00,REGIONAL,SH,N
IA,CSBJI,00,REGIONAL,SH,Z
IA,CSJI,,REGIONAL,HN,E
IA,CSJI,,REGIONAL,HN,N
IA,CSJI,,REGIONAL,HN,Z
IA,CSJI,,REGIONAL,SH,E
IA,CSJI,,REGIONAL,SH,N
IA,CSJI,,REGIONAL,SH,Z
IA,CSJM,00,REGIONAL,HN,E
IA,CSJM,00,REGIONAL,HN,N
IA,CSJM,00,REGIONAL,HN,Z
IA,CSJM,00,REGIONAL,SH,E
IA,CSJM,00,REGIONAL,SH,N
IA,CSJM,00,REGIONAL,SH,Z
IA,CTJI,,REGIONAL,HN,E
IA,CTJI,,REGIONAL,HN,N
IA,CTJI,,REGIONAL,HN,Z
IA,CTJI,,REGIONAL,SH,E
IA,CTJI,,REGIONAL,SH,N
IA,CTJI,,REGIONAL,SH,Z
IA,CWJM,00,REGIONAL,HN,E
IA,CWJM,00,REGIONAL,HN,N
IA,CWJM,00,REGIONAL,HN,Z
IA,CWJM,00,REGIONAL,SH,E
IA,CWJM,00,REGIONAL,SH,N
IA,CWJM,00,REGIONAL,SH,Z
IA,DBJI,,REGIONAL,HN,E
IA,DBJI,,REGIONAL,HN,N
IA,DBJI,,REGIONAL,HN,Z
IA,DBJI,,REGIONAL,SH,E
IA,DBJI,,REGIONAL,SH,N
IA,DBJI,,REGIONAL,SH,Z
IA,DBKI,00,REGIONAL,SH,E
IA,DBKI,00,REGIONAL,SH,N
IA,DBKI,00,REGIONAL,SH,Z
IA,DBKI,00,REGIONAL,xx,E
IA,DBKI,00,REGIONAL,xx,N
IA,DBKI,00,REGIONAL,xx,Z
IA,DBNFM,,REGIONAL,HN,E
IA,DBNFM,,REGIONAL,HN,N
IA,DBNFM,,REGIONAL,HN,Z
IA,DBNFM,,REGIONAL,SH,E
IA,DBNFM,,REGIONAL,SH,N
IA,DBNFM,,REGIONAL,SH,Z
IA,DBNI,00,REGIONAL,HN,E
IA,DBNI,00,REGIONAL,HN,N
IA,DBNI,00,REGIONAL,HN,Z
IA,DBNI,00,REGIONAL,SH,E
IA,DBNI,00,REGIONAL,SH,N
IA,DBNI,00,REGIONAL,SH,Z
IA,DDSI,00,REGIONAL,HN,E
IA,DDSI,00,REGIONAL,HN,N
IA,DDSI,00,REGIONAL,HN,Z
IA,DDSI,00,REGIONAL,SH,E
IA,DDSI,00,REGIONAL,SH,N
IA,DDSI,00,REGIONAL,SH,Z
IA,DOCM,00,REGIONAL,HN,E
IA,DOCM,00,REGIONAL,HN,N
IA,DOCM,00,REGIONAL,HN,Z
IA,DOCM,00,REGIONAL,SH,E
IA,DOCM,00,REGIONAL,SH,N
IA,DOCM,00,REGIONAL,SH,Z
IA,DSRI,00,REGIONAL,HN,E
IA,DSRI,00,REGIONAL,HN,N
IA,DSRI,00,REGIONAL,HN,Z
IA,DSRI,00,REGIONAL,SH,E
IA,DSRI,00,REGIONAL,SH,N
IA,DSRI,00,REGIONAL,SH,Z
IA,DYPI,00,REGIONAL,HN,E
IA,DYPI,00,REGIONAL,HN,N
IA,DYPI,00,REGIONAL,HN,Z
IA,DYPI,00,REGIONAL,SH,E
IA,DYPI,00,REGIONAL,SH,N
IA,DYPI,00,REGIONAL,SH,Z
IA,EDFI,,REGIONAL,HN,E
IA,EDFI,,REGIONAL,HN,N
IA,EDFI,,REGIONAL,HN,Z
IA,EDFI,,REGIONAL,SH,E
IA,EDFI,,REGIONAL,SH,N
IA,EDFI,,REGIONAL,SH,Z
IA,EDMPI,,REGIONAL,HN,E
IA,EDMPI,,REGIONAL,HN,N
IA,EDMPI,,REGIONAL,HN,Z
IA,EDMPI,,REGIONAL,SH,E
IA,EDMPI,,REGIONAL,SH,N
IA,EDMPI,,REGIONAL,SH,Z
IA,EGSI,,REGIONAL,HN,E
IA,EGSI,,REGIONAL,HN,N
IA,EGSI,,REGIONAL,HN,Z
IA,EGSI,,REGIONAL,SH,E
IA,EGSI,,REGIONAL,SH,N
IA,EGSI,,REGIONAL,SH,Z
IA,ELMPI,,REGIONAL,HN,E
IA,ELMPI,,REGIONAL,HN,N
IA,ELMPI,,REGIONAL,HN,Z
IA,ELMPI,,REGIONAL,SH,E
IA,ELMPI,,REGIONAL,SH,N
IA,ELMPI,,REGIONAL,SH,Z
IA,ESNI,,REGIONAL,HN,E
IA,ESNI,,REGIONAL,HN,N
IA,ESNI,,REGIONAL,HN,Z
IA,ESNI,,REGIONAL,SH,E
IA,ESNI,,REGIONAL,SH,N
IA,ESNI,,REGIONAL,SH,Z
IA,FAKI,,REGIONAL,HN,E
IA,FAKI,,REGIONAL,HN,N
IA,FAKI,,REGIONAL,HN,Z
IA,FAKI,,REGIONAL,SH,E
